label,category,value
2012-03-24,Total IPv6 %,0.535657
2012-03-23,Total IPv6 %,0.480155
2012-03-22,Total IPv6 %,0.468213
2012-03-21,Total IPv6 %,0.478596
2012-03-20,Total IPv6 %,0.461099
2012-03-19,Total IPv6 %,0.469625
2012-03-18,Total IPv6 %,0.557359
2012-03-17,Total IPv6 %,0.532013
2012-03-16,Total IPv6 %,0.459138
2012-03-15,Total IPv6 %,0.451061
2012-03-14,Total IPv6 %,0.452331
2012-03-13,Total IPv6 %,0.436631
2012-03-12,Total IPv6 %,0.4545
2012-03-11,Total IPv6 %,0.519116
2012-03-10,Total IPv6 %,0.517058
2012-03-09,Total IPv6 %,0.460392
2012-03-08,Total IPv6 %,0.463672
2012-03-07,Total IPv6 %,0.474839
2012-03-06,Total IPv6 %,0.458795
2012-03-05,Total IPv6 %,0.460374
2012-03-04,Total IPv6 %,0.507886
2012-03-03,Total IPv6 %,0.502643
2012-03-02,Total IPv6 %,0.46526
2012-03-01,Total IPv6 %,0.451367
2012-02-29,Total IPv6 %,0.454407
2012-02-28,Total IPv6 %,0.448201
2012-02-27,Total IPv6 %,0.445319
2012-02-26,Total IPv6 %,0.487896
2012-02-25,Total IPv6 %,0.489117
2012-02-24,Total IPv6 %,0.450723
2012-02-23,Total IPv6 %,0.444962
2012-02-22,Total IPv6 %,0.444038
2012-02-21,Total IPv6 %,0.451503
2012-02-20,Total IPv6 %,0.467795
2012-02-19,Total IPv6 %,0.50914
2012-02-18,Total IPv6 %,0.499972
2012-02-17,Total IPv6 %,0.45491
2012-02-16,Total IPv6 %,0.445475
2012-02-15,Total IPv6 %,0.454091
2012-02-14,Total IPv6 %,0.440206
2012-02-13,Total IPv6 %,0.434512
2012-02-12,Total IPv6 %,0.496151
2012-02-11,Total IPv6 %,0.489931
2012-02-10,Total IPv6 %,0.424491
2012-02-09,Total IPv6 %,0.416981
2012-02-08,Total IPv6 %,0.432711
2012-02-07,Total IPv6 %,0.418704
2012-02-06,Total IPv6 %,0.422034
2012-02-05,Total IPv6 %,0.493274
2012-02-04,Total IPv6 %,0.474921
2012-02-03,Total IPv6 %,0.422545
2012-02-02,Total IPv6 %,0.408731
2012-02-01,Total IPv6 %,0.420819
2012-01-31,Total IPv6 %,0.417517
2012-01-30,Total IPv6 %,0.414505
2012-01-29,Total IPv6 %,0.476375
2012-01-28,Total IPv6 %,0.475732
2012-01-27,Total IPv6 %,0.417272
2012-01-26,Total IPv6 %,0.41169
2012-01-25,Total IPv6 %,0.410572
2012-01-24,Total IPv6 %,0.399885
2012-01-23,Total IPv6 %,0.40894
2012-01-22,Total IPv6 %,0.475121
2012-01-21,Total IPv6 %,0.475778
2012-01-20,Total IPv6 %,0.418107
2012-01-19,Total IPv6 %,0.402901
2012-01-18,Total IPv6 %,0.410562
2012-01-17,Total IPv6 %,0.391797
2012-01-16,Total IPv6 %,0.392281
2012-01-15,Total IPv6 %,0.457675
2012-01-14,Total IPv6 %,0.457968
2012-01-13,Total IPv6 %,0.397015
2012-01-12,Total IPv6 %,0.397661
2012-01-11,Total IPv6 %,0.418382
2012-01-10,Total IPv6 %,0.41449
2012-01-09,Total IPv6 %,0.395883
2012-01-08,Total IPv6 %,0.457461
2012-01-07,Total IPv6 %,0.444635
2012-01-06,Total IPv6 %,0.392124
2012-01-05,Total IPv6 %,0.391977
2012-01-04,Total IPv6 %,0.396054
2012-01-03,Total IPv6 %,0.379254
2012-01-02,Total IPv6 %,0.412793
2012-01-01,Total IPv6 %,0.434933
2011-12-31,Total IPv6 %,0.41671
2011-12-30,Total IPv6 %,0.415053
2011-12-29,Total IPv6 %,0.392439
2011-12-28,Total IPv6 %,0.371661
2011-12-27,Total IPv6 %,0.386151
2011-12-26,Total IPv6 %,0.401321
2011-12-25,Total IPv6 %,0.421232
2011-12-24,Total IPv6 %,0.415483
2011-12-23,Total IPv6 %,0.408555
2011-12-22,Total IPv6 %,0.403962
2011-12-21,Total IPv6 %,0.391579
2011-12-20,Total IPv6 %,0.401513
2011-12-19,Total IPv6 %,0.40216
2011-12-18,Total IPv6 %,0.428038
2011-12-17,Total IPv6 %,0.434856
2011-12-16,Total IPv6 %,0.39121
2011-12-15,Total IPv6 %,0.401956
2011-12-14,Total IPv6 %,0.411725
2011-12-13,Total IPv6 %,0.392522
2011-12-12,Total IPv6 %,0.403216
2011-12-11,Total IPv6 %,0.448849
2011-12-10,Total IPv6 %,0.433236
2011-12-09,Total IPv6 %,0.381304
2011-12-08,Total IPv6 %,0.39103
2011-12-07,Total IPv6 %,0.396639
2011-12-06,Total IPv6 %,0.386593
2011-12-05,Total IPv6 %,0.391035
2011-12-04,Total IPv6 %,0.438007
2011-12-03,Total IPv6 %,0.428622
2011-12-02,Total IPv6 %,0.37653
2011-12-01,Total IPv6 %,0.371003
2011-11-30,Total IPv6 %,0.379152
2011-11-29,Total IPv6 %,0.366974
2011-11-28,Total IPv6 %,0.360004
2011-11-27,Total IPv6 %,0.41229
2011-11-26,Total IPv6 %,0.399239
2011-11-25,Total IPv6 %,0.365939
2011-11-24,Total IPv6 %,0.36178
2011-11-23,Total IPv6 %,0.371267
2011-11-22,Total IPv6 %,0.361018
2011-11-21,Total IPv6 %,0.362438
2011-11-20,Total IPv6 %,0.400223
2011-11-19,Total IPv6 %,0.400172
2011-11-18,Total IPv6 %,0.365376
2011-11-17,Total IPv6 %,0.35363
2011-11-16,Total IPv6 %,0.363069
2011-11-15,Total IPv6 %,0.352306
2011-11-14,Total IPv6 %,0.355901
2011-11-13,Total IPv6 %,0.3891
2011-11-12,Total IPv6 %,0.375097
2011-11-11,Total IPv6 %,0.38542
2011-11-10,Total IPv6 %,0.342677
2011-11-09,Total IPv6 %,0.362172
2011-11-08,Total IPv6 %,0.349374
2011-11-07,Total IPv6 %,0.354895
2011-11-06,Total IPv6 %,0.39568
2011-11-05,Total IPv6 %,0.396769
2011-11-04,Total IPv6 %,0.35211
2011-11-03,Total IPv6 %,0.358503
2011-11-02,Total IPv6 %,0.371055
2011-11-01,Total IPv6 %,0.399584
2011-10-31,Total IPv6 %,0.373713
2011-10-30,Total IPv6 %,0.371847
2011-10-29,Total IPv6 %,0.36158
2011-10-28,Total IPv6 %,0.357451
2011-10-27,Total IPv6 %,0.359628
2011-10-26,Total IPv6 %,0.352074
2011-10-25,Total IPv6 %,0.361293
2011-10-24,Total IPv6 %,0.351276
2011-10-23,Total IPv6 %,0.332776
2011-10-22,Total IPv6 %,0.326783
2011-10-21,Total IPv6 %,0.336351
2011-10-20,Total IPv6 %,0.349714
2011-10-19,Total IPv6 %,0.357858
2011-10-18,Total IPv6 %,0.344646
2011-10-17,Total IPv6 %,0.343997
2011-10-16,Total IPv6 %,0.372458
2011-10-15,Total IPv6 %,0.369187
2011-10-14,Total IPv6 %,0.344144
2011-10-13,Total IPv6 %,0.336835
2011-10-12,Total IPv6 %,0.343178
2011-10-11,Total IPv6 %,0.34172
2011-10-10,Total IPv6 %,0.340921
2011-10-09,Total IPv6 %,0.383365
2011-10-08,Total IPv6 %,0.358294
2011-10-07,Total IPv6 %,0.336934
2011-10-06,Total IPv6 %,0.333977
2011-10-05,Total IPv6 %,0.351379
2011-10-04,Total IPv6 %,0.341841
2011-10-03,Total IPv6 %,0.332798
2011-10-02,Total IPv6 %,0.358329
2011-10-01,Total IPv6 %,0.356623
2011-09-30,Total IPv6 %,0.340781
2011-09-29,Total IPv6 %,0.330079
2011-09-28,Total IPv6 %,0.336612
2011-09-27,Total IPv6 %,0.335202
2011-09-26,Total IPv6 %,0.332946
2011-09-25,Total IPv6 %,0.353124
2011-09-24,Total IPv6 %,0.34861
2011-09-23,Total IPv6 %,0.325894
2011-09-22,Total IPv6 %,0.330727
2011-09-21,Total IPv6 %,0.337558
2011-09-20,Total IPv6 %,0.326015
2011-09-19,Total IPv6 %,0.324627
2011-09-18,Total IPv6 %,0.371035
2011-09-17,Total IPv6 %,0.34915
2011-09-16,Total IPv6 %,0.329079
2011-09-15,Total IPv6 %,0.318117
2011-09-14,Total IPv6 %,0.338189
2011-09-13,Total IPv6 %,0.339244
2011-09-12,Total IPv6 %,0.340458
2011-09-11,Total IPv6 %,0.38134
2011-09-10,Total IPv6 %,0.368538
2011-09-09,Total IPv6 %,0.348317
2011-09-08,Total IPv6 %,0.332813
2011-09-07,Total IPv6 %,0.351299
2011-09-06,Total IPv6 %,0.344979
2011-09-05,Total IPv6 %,0.33752
2011-09-04,Total IPv6 %,0.386004
2011-09-03,Total IPv6 %,0.372454
2011-09-02,Total IPv6 %,0.363109
2011-09-01,Total IPv6 %,0.358923
2011-08-31,Total IPv6 %,0.363935
2011-08-30,Total IPv6 %,0.347953
2011-08-29,Total IPv6 %,0.345801
2011-08-28,Total IPv6 %,0.356816
2011-08-27,Total IPv6 %,0.359481
2011-08-26,Total IPv6 %,0.362471
2011-08-25,Total IPv6 %,0.348159
2011-08-24,Total IPv6 %,0.345223
2011-08-23,Total IPv6 %,0.339927
2011-08-22,Total IPv6 %,0.344393
2011-08-21,Total IPv6 %,0.353054
2011-08-20,Total IPv6 %,0.341352
2011-08-19,Total IPv6 %,0.338382
2011-08-18,Total IPv6 %,0.334338
2011-08-17,Total IPv6 %,0.317444
2011-08-16,Total IPv6 %,0.312907
2011-08-15,Total IPv6 %,0.32483
2011-08-14,Total IPv6 %,0.32022
2011-08-13,Total IPv6 %,0.315062
2011-08-12,Total IPv6 %,0.304815
2011-08-11,Total IPv6 %,0.295264
2011-08-10,Total IPv6 %,0.29718
2011-08-09,Total IPv6 %,0.291041
2011-08-08,Total IPv6 %,0.284268
2011-08-07,Total IPv6 %,0.308439
2011-08-06,Total IPv6 %,0.313153
2011-08-05,Total IPv6 %,0.295466
2011-08-04,Total IPv6 %,0.291606
2011-08-03,Total IPv6 %,0.285044
2011-08-02,Total IPv6 %,0.288779
2011-08-01,Total IPv6 %,0.286652
2011-07-31,Total IPv6 %,0.304169
2011-07-30,Total IPv6 %,0.298858
2011-07-29,Total IPv6 %,0.294629
2011-07-28,Total IPv6 %,0.292234
2011-07-27,Total IPv6 %,0.295161
2011-07-26,Total IPv6 %,0.290269
2011-07-25,Total IPv6 %,0.295061
2011-07-24,Total IPv6 %,0.309874
2011-07-23,Total IPv6 %,0.315825
2011-07-22,Total IPv6 %,0.291291
2011-07-21,Total IPv6 %,0.29065
2011-07-20,Total IPv6 %,0.296705
2011-07-19,Total IPv6 %,0.303003
2011-07-18,Total IPv6 %,0.299205
2011-07-17,Total IPv6 %,0.331436
2011-07-16,Total IPv6 %,0.298563
2011-07-15,Total IPv6 %,0.295819
2011-07-14,Total IPv6 %,0.300264
2011-07-13,Total IPv6 %,0.289769
2011-07-12,Total IPv6 %,0.292108
2011-07-11,Total IPv6 %,0.29203
2011-07-10,Total IPv6 %,0.325125
2011-07-09,Total IPv6 %,0.316246
2011-07-08,Total IPv6 %,0.308739
2011-07-07,Total IPv6 %,0.305555
2011-07-06,Total IPv6 %,0.304937
2011-07-05,Total IPv6 %,0.300093
2011-07-04,Total IPv6 %,0.303208
2011-07-03,Total IPv6 %,0.312431
2011-07-02,Total IPv6 %,0.324574
2011-07-01,Total IPv6 %,0.313448
2011-06-30,Total IPv6 %,0.305396
2011-06-29,Total IPv6 %,0.324106
2011-06-28,Total IPv6 %,0.306242
2011-06-27,Total IPv6 %,0.308946
2011-06-26,Total IPv6 %,0.321446
2011-06-25,Total IPv6 %,0.321298
2011-06-24,Total IPv6 %,0.312018
2011-06-23,Total IPv6 %,0.308441
2011-06-22,Total IPv6 %,0.321126
2011-06-21,Total IPv6 %,0.302454
2011-06-20,Total IPv6 %,0.318158
2011-06-19,Total IPv6 %,0.343923
2011-06-18,Total IPv6 %,0.343933
2011-06-17,Total IPv6 %,0.313079
2011-06-16,Total IPv6 %,0.305969
2011-06-15,Total IPv6 %,0.314868
2011-06-14,Total IPv6 %,0.320958
2011-06-13,Total IPv6 %,0.346331
2011-06-12,Total IPv6 %,0.342473
2011-06-11,Total IPv6 %,0.351351
2011-06-10,Total IPv6 %,0.336636
2011-06-09,Total IPv6 %,0.336482
2011-06-08,Total IPv6 %,0.341676
2011-06-07,Total IPv6 %,0.330636
2011-06-06,Total IPv6 %,0.320419
2011-06-05,Total IPv6 %,0.347203
2011-06-04,Total IPv6 %,0.351131
2011-06-03,Total IPv6 %,0.325436
2011-06-02,Total IPv6 %,0.335487
2011-06-01,Total IPv6 %,0.328448
2011-05-31,Total IPv6 %,0.322545
2011-05-30,Total IPv6 %,0.326138
2011-05-29,Total IPv6 %,0.34346
2011-05-28,Total IPv6 %,0.338771
2011-05-27,Total IPv6 %,0.32129
2011-05-26,Total IPv6 %,0.308872
2011-05-25,Total IPv6 %,0.331581
2011-05-24,Total IPv6 %,0.321331
2011-05-23,Total IPv6 %,0.315858
2011-05-22,Total IPv6 %,0.341139
2011-05-21,Total IPv6 %,0.33785
2011-05-20,Total IPv6 %,0.311725
2011-05-19,Total IPv6 %,0.308702
2011-05-18,Total IPv6 %,0.309517
2011-05-17,Total IPv6 %,0.299067
2011-05-16,Total IPv6 %,0.295932
2011-05-15,Total IPv6 %,0.323291
2011-05-14,Total IPv6 %,0.309311
2011-05-13,Total IPv6 %,0.29843
2011-05-12,Total IPv6 %,0.298903
2011-05-11,Total IPv6 %,0.306346
2011-05-10,Total IPv6 %,0.301441
2011-05-09,Total IPv6 %,0.307686
2011-05-08,Total IPv6 %,0.332781
2011-05-07,Total IPv6 %,0.31538
2011-05-06,Total IPv6 %,0.30248
2011-05-05,Total IPv6 %,0.303358
2011-05-04,Total IPv6 %,0.309047
2011-05-03,Total IPv6 %,0.308668
2011-05-02,Total IPv6 %,0.291494
2011-05-01,Total IPv6 %,0.311106
2011-04-30,Total IPv6 %,0.296428
2011-04-29,Total IPv6 %,0.295519
2011-04-28,Total IPv6 %,0.307177
2011-04-27,Total IPv6 %,0.303768
2011-04-26,Total IPv6 %,0.298529
2011-04-25,Total IPv6 %,0.295582
2011-04-24,Total IPv6 %,0.306689
2011-04-23,Total IPv6 %,0.299315
2011-04-22,Total IPv6 %,0.281859
2011-04-21,Total IPv6 %,0.319883
2011-04-20,Total IPv6 %,0.318475
2011-04-19,Total IPv6 %,0.309614
2011-04-18,Total IPv6 %,0.309902
2011-04-17,Total IPv6 %,0.303577
2011-04-16,Total IPv6 %,0.297903
2011-04-15,Total IPv6 %,0.289241
2011-04-14,Total IPv6 %,0.296713
2011-04-13,Total IPv6 %,0.29116
2011-04-12,Total IPv6 %,0.275859
2011-04-11,Total IPv6 %,0.282023
2011-04-10,Total IPv6 %,0.284577
2011-04-09,Total IPv6 %,0.270387
2011-04-08,Total IPv6 %,0.260259
2011-04-07,Total IPv6 %,0.267893
2011-04-06,Total IPv6 %,0.271125
2011-04-05,Total IPv6 %,0.265217
2011-04-04,Total IPv6 %,0.265921
2011-04-03,Total IPv6 %,0.288018
2011-04-02,Total IPv6 %,0.275366
2011-04-01,Total IPv6 %,0.262286
2011-03-31,Total IPv6 %,0.270303
2011-03-30,Total IPv6 %,0.277077
2011-03-29,Total IPv6 %,0.259171
2011-03-28,Total IPv6 %,0.266126
2011-03-27,Total IPv6 %,0.303598
2011-03-26,Total IPv6 %,0.281289
2011-03-25,Total IPv6 %,0.251072
2011-03-24,Total IPv6 %,0.25722
2011-03-23,Total IPv6 %,0.26937
2011-03-22,Total IPv6 %,0.263322
2011-03-21,Total IPv6 %,0.254414
2011-03-20,Total IPv6 %,0.280858
2011-03-19,Total IPv6 %,0.267931
2011-03-18,Total IPv6 %,0.243613
2011-03-17,Total IPv6 %,0.249764
2011-03-16,Total IPv6 %,0.259428
2011-03-15,Total IPv6 %,0.252114
2011-03-14,Total IPv6 %,0.256144
2011-03-13,Total IPv6 %,0.281926
2011-03-12,Total IPv6 %,0.264196
2011-03-11,Total IPv6 %,0.243147
2011-03-10,Total IPv6 %,0.250601
2011-03-09,Total IPv6 %,0.264217
2011-03-08,Total IPv6 %,0.25775
2011-03-07,Total IPv6 %,0.254916
2011-03-06,Total IPv6 %,0.281248
2011-03-05,Total IPv6 %,0.255412
2011-03-04,Total IPv6 %,0.248706
2011-03-03,Total IPv6 %,0.264153
2011-03-02,Total IPv6 %,0.272609
2011-03-01,Total IPv6 %,0.266049
2011-02-28,Total IPv6 %,0.271036
2011-02-27,Total IPv6 %,0.279319
2011-02-26,Total IPv6 %,0.269551
2011-02-25,Total IPv6 %,0.259339
2011-02-24,Total IPv6 %,0.259325
2011-02-23,Total IPv6 %,0.265334
2011-02-22,Total IPv6 %,0.262061
2011-02-21,Total IPv6 %,0.252638
2011-02-20,Total IPv6 %,0.269131
2011-02-19,Total IPv6 %,0.252529
2011-02-18,Total IPv6 %,0.232839
2011-02-17,Total IPv6 %,0.240218
2011-02-16,Total IPv6 %,0.245822
2011-02-15,Total IPv6 %,0.244441
2011-02-14,Total IPv6 %,0.241305
2011-02-13,Total IPv6 %,0.259202
2011-02-12,Total IPv6 %,0.242793
2011-02-11,Total IPv6 %,0.222838
2011-02-10,Total IPv6 %,0.234543
2011-02-09,Total IPv6 %,0.243242
2011-02-08,Total IPv6 %,0.234097
2011-02-07,Total IPv6 %,0.229159
2011-02-06,Total IPv6 %,0.25306
2011-02-05,Total IPv6 %,0.24642
2011-02-04,Total IPv6 %,0.215899
2011-02-03,Total IPv6 %,0.22087
2011-02-02,Total IPv6 %,0.230452
2011-02-01,Total IPv6 %,0.222568
2011-01-31,Total IPv6 %,0.231674
2011-01-30,Total IPv6 %,0.252073
2011-01-29,Total IPv6 %,0.233916
2011-01-28,Total IPv6 %,0.217222
2011-01-27,Total IPv6 %,0.221302
2011-01-26,Total IPv6 %,0.235646
2011-01-25,Total IPv6 %,0.2273
2011-01-24,Total IPv6 %,0.232502
2011-01-23,Total IPv6 %,0.256473
2011-01-22,Total IPv6 %,0.241834
2011-01-21,Total IPv6 %,0.224864
2011-01-20,Total IPv6 %,0.225026
2011-01-19,Total IPv6 %,0.235752
2011-01-18,Total IPv6 %,0.23477
2011-01-17,Total IPv6 %,0.231089
2011-01-16,Total IPv6 %,0.250002
2011-01-15,Total IPv6 %,0.239691
2011-01-14,Total IPv6 %,0.224933
2011-01-13,Total IPv6 %,0.229115
2011-01-12,Total IPv6 %,0.240213
2011-01-11,Total IPv6 %,0.240703
2011-01-10,Total IPv6 %,0.237687
2011-01-09,Total IPv6 %,0.261139
2011-01-08,Total IPv6 %,0.249556
2011-01-07,Total IPv6 %,0.22907
2011-01-06,Total IPv6 %,0.23524
2011-01-05,Total IPv6 %,0.233868
2011-01-04,Total IPv6 %,0.227284
2011-01-03,Total IPv6 %,0.222364
2011-01-02,Total IPv6 %,0.25091
2011-01-01,Total IPv6 %,0.242007
2010-12-31,Total IPv6 %,0.230391
2010-12-30,Total IPv6 %,0.233775
2010-12-29,Total IPv6 %,0.232465
2010-12-28,Total IPv6 %,0.222041
2010-12-27,Total IPv6 %,0.225849
2010-12-26,Total IPv6 %,0.245293
2010-12-25,Total IPv6 %,0.229932
2010-12-24,Total IPv6 %,0.227022
2010-12-23,Total IPv6 %,0.233558
2010-12-22,Total IPv6 %,0.235145
2010-12-21,Total IPv6 %,0.247343
2010-12-20,Total IPv6 %,0.250331
2010-12-19,Total IPv6 %,0.262579
2010-12-18,Total IPv6 %,0.264311
2010-12-17,Total IPv6 %,0.245561
2010-12-16,Total IPv6 %,0.250952
2010-12-15,Total IPv6 %,0.256053
2010-12-14,Total IPv6 %,0.250763
2010-12-13,Total IPv6 %,0.2563
2010-12-12,Total IPv6 %,0.285044
2010-12-11,Total IPv6 %,0.267331
2010-12-10,Total IPv6 %,0.248503
2010-12-09,Total IPv6 %,0.25892
2010-12-08,Total IPv6 %,0.270557
2010-12-07,Total IPv6 %,0.265416
2010-12-06,Total IPv6 %,0.266032
2010-12-05,Total IPv6 %,0.294316
2010-12-04,Total IPv6 %,0.267992
2010-12-03,Total IPv6 %,0.252401
2010-12-02,Total IPv6 %,0.261068
2010-12-01,Total IPv6 %,0.269279
2010-11-30,Total IPv6 %,0.259584
2010-11-29,Total IPv6 %,0.256545
2010-11-28,Total IPv6 %,0.270425
2010-11-27,Total IPv6 %,0.255156
2010-11-26,Total IPv6 %,0.232042
2010-11-25,Total IPv6 %,0.241765
2010-11-24,Total IPv6 %,0.247774
2010-11-23,Total IPv6 %,0.243655
2010-11-22,Total IPv6 %,0.243845
2010-11-21,Total IPv6 %,0.275079
2010-11-20,Total IPv6 %,0.266302
2010-11-19,Total IPv6 %,0.244935
2010-11-18,Total IPv6 %,0.247011
2010-11-17,Total IPv6 %,0.256974
2010-11-16,Total IPv6 %,0.256034
2010-11-15,Total IPv6 %,0.260278
2010-11-14,Total IPv6 %,0.287386
2010-11-13,Total IPv6 %,0.268647
2010-11-12,Total IPv6 %,0.248874
2010-11-11,Total IPv6 %,0.278272
2010-11-10,Total IPv6 %,0.255071
2010-11-09,Total IPv6 %,0.260303
2010-11-08,Total IPv6 %,0.260999
2010-11-07,Total IPv6 %,0.293908
2010-11-06,Total IPv6 %,0.288463
2010-11-05,Total IPv6 %,0.250458
2010-11-04,Total IPv6 %,0.266653
2010-11-03,Total IPv6 %,0.265229
2010-11-02,Total IPv6 %,0.27578
2010-11-01,Total IPv6 %,0.288461
2010-10-31,Total IPv6 %,0.285687
2010-10-30,Total IPv6 %,0.271707
2010-10-29,Total IPv6 %,0.253509
2010-10-28,Total IPv6 %,0.254542
2010-10-27,Total IPv6 %,0.263921
2010-10-26,Total IPv6 %,0.265243
2010-10-25,Total IPv6 %,0.266035
2010-10-24,Total IPv6 %,0.286322
2010-10-23,Total IPv6 %,0.272282
2010-10-22,Total IPv6 %,0.241896
2010-10-21,Total IPv6 %,0.249578
2010-10-20,Total IPv6 %,0.260418
2010-10-19,Total IPv6 %,0.25501
2010-10-18,Total IPv6 %,0.255183
2010-10-17,Total IPv6 %,0.295012
2010-10-16,Total IPv6 %,0.269562
2010-10-15,Total IPv6 %,0.242858
2010-10-14,Total IPv6 %,0.244007
2010-10-13,Total IPv6 %,0.261401
2010-10-12,Total IPv6 %,0.264612
2010-10-11,Total IPv6 %,0.26302
2010-10-10,Total IPv6 %,0.287401
2010-10-09,Total IPv6 %,0.270648
2010-10-08,Total IPv6 %,0.238007
2010-10-07,Total IPv6 %,0.244142
2010-10-06,Total IPv6 %,0.2504
2010-10-05,Total IPv6 %,0.244079
2010-10-04,Total IPv6 %,0.245968
2010-10-03,Total IPv6 %,0.278223
2010-10-02,Total IPv6 %,0.255782
2010-10-01,Total IPv6 %,0.233454
2010-09-30,Total IPv6 %,0.237675
2010-09-29,Total IPv6 %,0.243138
2010-09-28,Total IPv6 %,0.238631
2010-09-27,Total IPv6 %,0.239657
2010-09-26,Total IPv6 %,0.275616
2010-09-25,Total IPv6 %,0.25924
2010-09-24,Total IPv6 %,0.228355
2010-09-23,Total IPv6 %,0.242174
2010-09-22,Total IPv6 %,0.236493
2010-09-21,Total IPv6 %,0.232716
2010-09-20,Total IPv6 %,0.236545
2010-09-19,Total IPv6 %,0.268272
2010-09-18,Total IPv6 %,0.255423
2010-09-17,Total IPv6 %,0.230266
2010-09-16,Total IPv6 %,0.235363
2010-09-15,Total IPv6 %,0.243673
2010-09-14,Total IPv6 %,0.237668
2010-09-13,Total IPv6 %,0.240792
2010-09-12,Total IPv6 %,0.274818
2010-09-11,Total IPv6 %,0.258534
2010-09-10,Total IPv6 %,0.233283
2010-09-09,Total IPv6 %,0.23694
2010-09-08,Total IPv6 %,0.245798
2010-09-07,Total IPv6 %,0.246463
2010-09-06,Total IPv6 %,0.242318
2010-09-05,Total IPv6 %,0.25862
2010-09-04,Total IPv6 %,0.251459
2010-09-03,Total IPv6 %,0.230529
2010-09-02,Total IPv6 %,0.237211
2010-09-01,Total IPv6 %,0.236051
2010-08-31,Total IPv6 %,0.231211
2010-08-30,Total IPv6 %,0.235464
2010-08-29,Total IPv6 %,0.258543
2010-08-28,Total IPv6 %,0.238624
2010-08-27,Total IPv6 %,0.226454
2010-08-26,Total IPv6 %,0.223327
2010-08-25,Total IPv6 %,0.219554
2010-08-24,Total IPv6 %,0.224688
2010-08-23,Total IPv6 %,0.21515
2010-08-22,Total IPv6 %,0.238969
2010-08-21,Total IPv6 %,0.223459
2010-08-20,Total IPv6 %,0.21242
2010-08-19,Total IPv6 %,0.202373
2010-08-18,Total IPv6 %,0.206699
2010-08-17,Total IPv6 %,0.201853
2010-08-16,Total IPv6 %,0.21126
2010-08-15,Total IPv6 %,0.229036
2010-08-14,Total IPv6 %,0.225169
2010-08-13,Total IPv6 %,0.20039
2010-08-12,Total IPv6 %,0.196472
2010-08-11,Total IPv6 %,0.203927
2010-08-10,Total IPv6 %,0.197838
2010-08-09,Total IPv6 %,0.200621
2010-08-08,Total IPv6 %,0.220493
2010-08-07,Total IPv6 %,0.213197
2010-08-06,Total IPv6 %,0.199683
2010-08-05,Total IPv6 %,0.199235
2010-08-04,Total IPv6 %,0.205174
2010-08-03,Total IPv6 %,0.20233
2010-08-02,Total IPv6 %,0.207791
2010-08-01,Total IPv6 %,0.222813
2010-07-31,Total IPv6 %,0.215076
2010-07-30,Total IPv6 %,0.199302
2010-07-29,Total IPv6 %,0.201032
2010-07-28,Total IPv6 %,0.198409
2010-07-27,Total IPv6 %,0.199271
2010-07-26,Total IPv6 %,0.205331
2010-07-25,Total IPv6 %,0.222665
2010-07-24,Total IPv6 %,0.216927
2010-07-23,Total IPv6 %,0.198681
2010-07-22,Total IPv6 %,0.201232
2010-07-21,Total IPv6 %,0.207301
2010-07-20,Total IPv6 %,0.20192
2010-07-19,Total IPv6 %,0.20222
2010-07-18,Total IPv6 %,0.222744
2010-07-17,Total IPv6 %,0.218987
2010-07-16,Total IPv6 %,0.203931
2010-07-15,Total IPv6 %,0.202494
2010-07-14,Total IPv6 %,0.213322
2010-07-13,Total IPv6 %,0.202064
2010-07-12,Total IPv6 %,0.207892
2010-07-11,Total IPv6 %,0.226692
2010-07-10,Total IPv6 %,0.219466
2010-07-09,Total IPv6 %,0.2078
2010-07-08,Total IPv6 %,0.208115
2010-07-07,Total IPv6 %,0.209298
2010-07-06,Total IPv6 %,0.208839
2010-07-05,Total IPv6 %,0.21405
2010-07-04,Total IPv6 %,0.225608
2010-07-03,Total IPv6 %,0.231088
2010-07-02,Total IPv6 %,0.206328
2010-07-01,Total IPv6 %,0.216765
2010-06-30,Total IPv6 %,0.214877
2010-06-29,Total IPv6 %,0.213586
2010-06-28,Total IPv6 %,0.220785
2010-06-27,Total IPv6 %,0.2444
2010-06-26,Total IPv6 %,0.228603
2010-06-25,Total IPv6 %,0.21655
2010-06-24,Total IPv6 %,0.22188
2010-06-23,Total IPv6 %,0.215336
2010-06-22,Total IPv6 %,0.21475
2010-06-21,Total IPv6 %,0.212141
2010-06-20,Total IPv6 %,0.245296
2010-06-19,Total IPv6 %,0.241039
2010-06-18,Total IPv6 %,0.217577
2010-06-17,Total IPv6 %,0.217259
2010-06-16,Total IPv6 %,0.222417
2010-06-15,Total IPv6 %,0.217458
2010-06-14,Total IPv6 %,0.221143
2010-06-13,Total IPv6 %,0.254414
2010-06-12,Total IPv6 %,0.241647
2010-06-11,Total IPv6 %,0.220471
2010-06-10,Total IPv6 %,0.223078
2010-06-09,Total IPv6 %,0.228265
2010-06-08,Total IPv6 %,0.219786
2010-06-07,Total IPv6 %,0.224665
2010-06-06,Total IPv6 %,0.263723
2010-06-05,Total IPv6 %,0.24012
2010-06-04,Total IPv6 %,0.213322
2010-06-03,Total IPv6 %,0.216637
2010-06-02,Total IPv6 %,0.228431
2010-06-01,Total IPv6 %,0.224909
2010-05-31,Total IPv6 %,0.231288
2010-05-30,Total IPv6 %,0.248724
2010-05-29,Total IPv6 %,0.245359
