label,category,value
2015-11-16,Total IPv6 %,7.496547
2015-11-15,Total IPv6 %,9.390623
2015-11-14,Total IPv6 %,9.441269
2015-11-13,Total IPv6 %,7.776459
2015-11-12,Total IPv6 %,7.334919
2015-11-11,Total IPv6 %,7.829235
2015-11-10,Total IPv6 %,7.303487
2015-11-09,Total IPv6 %,7.370177
2015-11-08,Total IPv6 %,9.119776
2015-11-07,Total IPv6 %,9.233964
2015-11-06,Total IPv6 %,7.677363
2015-11-05,Total IPv6 %,7.334015
2015-11-04,Total IPv6 %,7.308917
2015-11-03,Total IPv6 %,7.350754
2015-11-02,Total IPv6 %,7.553715
2015-11-01,Total IPv6 %,9.1555
2015-10-31,Total IPv6 %,9.003216
2015-10-30,Total IPv6 %,7.670604
2015-10-29,Total IPv6 %,7.345839
2015-10-28,Total IPv6 %,7.405862
2015-10-27,Total IPv6 %,7.288959
2015-10-26,Total IPv6 %,7.310483
2015-10-25,Total IPv6 %,9.128501
2015-10-24,Total IPv6 %,9.180953
2015-10-23,Total IPv6 %,7.63179
2015-10-22,Total IPv6 %,7.297386
2015-10-21,Total IPv6 %,7.191774
2015-10-20,Total IPv6 %,7.090819
2015-10-19,Total IPv6 %,7.209386
2015-10-18,Total IPv6 %,8.943444
2015-10-17,Total IPv6 %,8.971789
2015-10-16,Total IPv6 %,7.515782
2015-10-15,Total IPv6 %,7.194677
2015-10-14,Total IPv6 %,7.221844
2015-10-13,Total IPv6 %,7.091452
2015-10-12,Total IPv6 %,7.533588
2015-10-11,Total IPv6 %,8.945501
2015-10-10,Total IPv6 %,8.928821
2015-10-09,Total IPv6 %,7.490395
2015-10-08,Total IPv6 %,7.154834
2015-10-07,Total IPv6 %,7.117868
2015-10-06,Total IPv6 %,7.053901
2015-10-05,Total IPv6 %,7.11849
2015-10-04,Total IPv6 %,8.90347
2015-10-03,Total IPv6 %,8.929388
2015-10-02,Total IPv6 %,7.312947
2015-10-01,Total IPv6 %,7.03275
2015-09-30,Total IPv6 %,7.056302
2015-09-29,Total IPv6 %,7.032398
2015-09-28,Total IPv6 %,7.051958
2015-09-27,Total IPv6 %,8.914917
2015-09-26,Total IPv6 %,8.898375
2015-09-25,Total IPv6 %,7.386083
2015-09-24,Total IPv6 %,7.200897
2015-09-23,Total IPv6 %,7.163081
2015-09-22,Total IPv6 %,7.016749
2015-09-21,Total IPv6 %,6.994851
2015-09-20,Total IPv6 %,8.733774
2015-09-19,Total IPv6 %,8.657462
2015-09-18,Total IPv6 %,7.174134
2015-09-17,Total IPv6 %,6.963878
2015-09-16,Total IPv6 %,6.95781
2015-09-15,Total IPv6 %,6.900613
2015-09-14,Total IPv6 %,6.9677
2015-09-13,Total IPv6 %,8.552137
2015-09-12,Total IPv6 %,8.575696
2015-09-11,Total IPv6 %,7.09809
2015-09-10,Total IPv6 %,6.839506
2015-09-09,Total IPv6 %,6.823337
2015-09-08,Total IPv6 %,6.805865
2015-09-07,Total IPv6 %,7.45202
2015-09-06,Total IPv6 %,8.161968
2015-09-05,Total IPv6 %,8.37619
2015-09-04,Total IPv6 %,7.068175
2015-09-03,Total IPv6 %,6.796944
2015-09-02,Total IPv6 %,6.771018
2015-09-01,Total IPv6 %,6.778368
2015-08-31,Total IPv6 %,6.84499
2015-08-30,Total IPv6 %,8.394492
2015-08-29,Total IPv6 %,8.437264
2015-08-28,Total IPv6 %,7.150236
2015-08-27,Total IPv6 %,6.820903
2015-08-26,Total IPv6 %,6.783877
2015-08-25,Total IPv6 %,6.730334
2015-08-24,Total IPv6 %,6.785826
2015-08-23,Total IPv6 %,8.172138
2015-08-22,Total IPv6 %,8.170482
2015-08-21,Total IPv6 %,7.080793
2015-08-20,Total IPv6 %,6.825933
2015-08-19,Total IPv6 %,6.789897
2015-08-18,Total IPv6 %,6.830129
2015-08-17,Total IPv6 %,6.95097
2015-08-16,Total IPv6 %,8.164789
2015-08-15,Total IPv6 %,8.255553
2015-08-14,Total IPv6 %,7.176046
2015-08-13,Total IPv6 %,6.844767
2015-08-12,Total IPv6 %,6.788103
2015-08-11,Total IPv6 %,6.732534
2015-08-10,Total IPv6 %,6.817938
2015-08-09,Total IPv6 %,7.955263
2015-08-08,Total IPv6 %,7.952787
2015-08-07,Total IPv6 %,7.034363
2015-08-06,Total IPv6 %,6.764863
2015-08-05,Total IPv6 %,6.652887
2015-08-04,Total IPv6 %,6.694207
2015-08-03,Total IPv6 %,6.714577
2015-08-02,Total IPv6 %,7.812545
2015-08-01,Total IPv6 %,7.853321
2015-07-31,Total IPv6 %,6.985285
2015-07-30,Total IPv6 %,6.686933
2015-07-29,Total IPv6 %,6.668746
2015-07-28,Total IPv6 %,6.609565
2015-07-27,Total IPv6 %,6.638276
2015-07-26,Total IPv6 %,7.769078
2015-07-25,Total IPv6 %,7.900498
2015-07-24,Total IPv6 %,6.873169
2015-07-23,Total IPv6 %,6.581527
2015-07-22,Total IPv6 %,6.621244
2015-07-21,Total IPv6 %,6.623569
2015-07-20,Total IPv6 %,6.723025
2015-07-19,Total IPv6 %,8.024839
2015-07-18,Total IPv6 %,8.065988
2015-07-17,Total IPv6 %,7.033088
2015-07-16,Total IPv6 %,6.725159
2015-07-15,Total IPv6 %,6.669998
2015-07-14,Total IPv6 %,6.691544
2015-07-13,Total IPv6 %,6.654082
2015-07-12,Total IPv6 %,7.72894
2015-07-11,Total IPv6 %,7.737574
2015-07-10,Total IPv6 %,6.828901
2015-07-09,Total IPv6 %,6.601625
2015-07-08,Total IPv6 %,6.555178
2015-07-07,Total IPv6 %,6.529307
2015-07-06,Total IPv6 %,6.511471
2015-07-05,Total IPv6 %,7.540165
2015-07-04,Total IPv6 %,7.251235
2015-07-03,Total IPv6 %,6.822686
2015-07-02,Total IPv6 %,6.374228
2015-07-01,Total IPv6 %,6.446409
2015-06-30,Total IPv6 %,6.433731
2015-06-29,Total IPv6 %,6.451174
2015-06-28,Total IPv6 %,7.489094
2015-06-27,Total IPv6 %,7.670485
2015-06-26,Total IPv6 %,6.646845
2015-06-25,Total IPv6 %,6.289776
2015-06-24,Total IPv6 %,6.226723
2015-06-23,Total IPv6 %,6.244069
2015-06-22,Total IPv6 %,6.255156
2015-06-21,Total IPv6 %,7.343951
2015-06-20,Total IPv6 %,7.482823
2015-06-19,Total IPv6 %,6.529632
2015-06-18,Total IPv6 %,6.238311
2015-06-17,Total IPv6 %,6.153318
2015-06-16,Total IPv6 %,6.157685
2015-06-15,Total IPv6 %,6.15567
2015-06-14,Total IPv6 %,7.227029
2015-06-13,Total IPv6 %,7.357843
2015-06-12,Total IPv6 %,6.467089
2015-06-11,Total IPv6 %,6.160039
2015-06-10,Total IPv6 %,6.035791
2015-06-09,Total IPv6 %,5.956971
2015-06-08,Total IPv6 %,5.941381
2015-06-07,Total IPv6 %,7.068862
2015-06-06,Total IPv6 %,7.096844
2015-06-05,Total IPv6 %,6.186039
2015-06-04,Total IPv6 %,6.016005
2015-06-03,Total IPv6 %,5.897335
2015-06-02,Total IPv6 %,5.883236
2015-06-01,Total IPv6 %,5.973616
2015-05-31,Total IPv6 %,7.124246
2015-05-30,Total IPv6 %,7.18823
2015-05-29,Total IPv6 %,6.060927
2015-05-28,Total IPv6 %,5.804331
2015-05-27,Total IPv6 %,5.775038
2015-05-26,Total IPv6 %,5.798396
2015-05-25,Total IPv6 %,6.40039
2015-05-24,Total IPv6 %,6.634587
2015-05-23,Total IPv6 %,6.801599
2015-05-22,Total IPv6 %,5.843156
2015-05-21,Total IPv6 %,5.598173
2015-05-20,Total IPv6 %,5.621871
2015-05-19,Total IPv6 %,5.596256
2015-05-18,Total IPv6 %,5.603074
2015-05-17,Total IPv6 %,6.808347
2015-05-16,Total IPv6 %,6.886054
2015-05-15,Total IPv6 %,5.8771
2015-05-14,Total IPv6 %,5.773998
2015-05-13,Total IPv6 %,5.455031
2015-05-12,Total IPv6 %,5.407179
2015-05-11,Total IPv6 %,5.453743
2015-05-10,Total IPv6 %,6.60799
2015-05-09,Total IPv6 %,6.776436
2015-05-08,Total IPv6 %,5.681857
2015-05-07,Total IPv6 %,5.415931
2015-05-06,Total IPv6 %,5.434521
2015-05-05,Total IPv6 %,5.457625
2015-05-04,Total IPv6 %,5.49362
2015-05-03,Total IPv6 %,6.619822
2015-05-02,Total IPv6 %,6.638341
2015-05-01,Total IPv6 %,6.176178
2015-04-30,Total IPv6 %,5.538782
2015-04-29,Total IPv6 %,5.369027
2015-04-28,Total IPv6 %,5.378432
2015-04-27,Total IPv6 %,5.354185
2015-04-26,Total IPv6 %,6.463711
2015-04-25,Total IPv6 %,6.626909
2015-04-24,Total IPv6 %,5.50118
2015-04-23,Total IPv6 %,5.276279
2015-04-22,Total IPv6 %,5.277902
2015-04-21,Total IPv6 %,5.235511
2015-04-20,Total IPv6 %,5.243583
2015-04-19,Total IPv6 %,6.307763
2015-04-18,Total IPv6 %,6.313021
2015-04-17,Total IPv6 %,5.439663
2015-04-16,Total IPv6 %,5.191416
2015-04-15,Total IPv6 %,5.153747
2015-04-14,Total IPv6 %,5.183839
2015-04-13,Total IPv6 %,5.221766
2015-04-12,Total IPv6 %,6.246361
2015-04-11,Total IPv6 %,6.321702
2015-04-10,Total IPv6 %,5.40624
2015-04-09,Total IPv6 %,5.183576
2015-04-08,Total IPv6 %,5.16421
2015-04-07,Total IPv6 %,5.147126
2015-04-06,Total IPv6 %,5.582228
2015-04-05,Total IPv6 %,6.105243
2015-04-04,Total IPv6 %,6.325969
2015-04-03,Total IPv6 %,6.043893
2015-04-02,Total IPv6 %,5.427136
2015-04-01,Total IPv6 %,5.293672
2015-03-31,Total IPv6 %,5.276427
2015-03-30,Total IPv6 %,5.215798
2015-03-29,Total IPv6 %,6.296519
2015-03-28,Total IPv6 %,6.285616
2015-03-27,Total IPv6 %,5.382749
2015-03-26,Total IPv6 %,5.168667
2015-03-25,Total IPv6 %,5.166841
2015-03-24,Total IPv6 %,5.084171
2015-03-23,Total IPv6 %,5.102939
2015-03-22,Total IPv6 %,6.156738
2015-03-21,Total IPv6 %,6.241085
2015-03-20,Total IPv6 %,5.223857
2015-03-19,Total IPv6 %,4.971561
2015-03-18,Total IPv6 %,5.035084
2015-03-17,Total IPv6 %,4.962081
2015-03-16,Total IPv6 %,5.002411
2015-03-15,Total IPv6 %,6.104862
2015-03-14,Total IPv6 %,6.156937
2015-03-13,Total IPv6 %,5.253666
2015-03-12,Total IPv6 %,5.010382
2015-03-11,Total IPv6 %,5.087941
2015-03-10,Total IPv6 %,5.066148
2015-03-09,Total IPv6 %,5.006284
2015-03-08,Total IPv6 %,6.054176
2015-03-07,Total IPv6 %,6.077713
2015-03-06,Total IPv6 %,5.248588
2015-03-05,Total IPv6 %,5.123825
2015-03-04,Total IPv6 %,4.984973
2015-03-03,Total IPv6 %,4.928535
2015-03-02,Total IPv6 %,4.970158
2015-03-01,Total IPv6 %,6.090053
2015-02-28,Total IPv6 %,6.139133
2015-02-27,Total IPv6 %,5.229412
2015-02-26,Total IPv6 %,4.978384
2015-02-25,Total IPv6 %,4.849497
2015-02-24,Total IPv6 %,4.674106
2015-02-23,Total IPv6 %,4.742509
2015-02-22,Total IPv6 %,5.72389
2015-02-21,Total IPv6 %,5.64609
2015-02-20,Total IPv6 %,4.877886
2015-02-19,Total IPv6 %,4.69806
2015-02-18,Total IPv6 %,4.742423
2015-02-17,Total IPv6 %,4.910866
2015-02-16,Total IPv6 %,5.153817
2015-02-15,Total IPv6 %,5.67054
2015-02-14,Total IPv6 %,5.702221
2015-02-13,Total IPv6 %,4.795789
2015-02-12,Total IPv6 %,4.561833
2015-02-11,Total IPv6 %,4.657594
2015-02-10,Total IPv6 %,4.688738
2015-02-09,Total IPv6 %,4.744206
2015-02-08,Total IPv6 %,5.759017
2015-02-07,Total IPv6 %,5.675356
2015-02-06,Total IPv6 %,4.766668
2015-02-05,Total IPv6 %,4.627845
2015-02-04,Total IPv6 %,4.667624
2015-02-03,Total IPv6 %,4.639965
2015-02-02,Total IPv6 %,4.796809
2015-02-01,Total IPv6 %,5.789434
2015-01-31,Total IPv6 %,5.71821
2015-01-30,Total IPv6 %,4.788984
2015-01-29,Total IPv6 %,4.624293
2015-01-28,Total IPv6 %,4.660326
2015-01-27,Total IPv6 %,4.717484
2015-01-26,Total IPv6 %,4.746728
2015-01-25,Total IPv6 %,5.794647
2015-01-24,Total IPv6 %,5.774164
2015-01-23,Total IPv6 %,4.849408
2015-01-22,Total IPv6 %,4.673617
2015-01-21,Total IPv6 %,4.766516
2015-01-20,Total IPv6 %,4.722922
2015-01-19,Total IPv6 %,4.980647
2015-01-18,Total IPv6 %,5.765832
2015-01-17,Total IPv6 %,5.702471
2015-01-16,Total IPv6 %,4.836356
2015-01-15,Total IPv6 %,4.677011
2015-01-14,Total IPv6 %,4.764624
2015-01-13,Total IPv6 %,4.690325
2015-01-12,Total IPv6 %,4.895272
2015-01-11,Total IPv6 %,5.95412
2015-01-10,Total IPv6 %,5.879275
2015-01-09,Total IPv6 %,4.904381
2015-01-08,Total IPv6 %,4.800418
2015-01-07,Total IPv6 %,4.852284
2015-01-06,Total IPv6 %,4.922273
2015-01-05,Total IPv6 %,4.926284
2015-01-04,Total IPv6 %,5.771796
2015-01-03,Total IPv6 %,5.835961
2015-01-02,Total IPv6 %,5.473023
2015-01-01,Total IPv6 %,5.836222
2014-12-31,Total IPv6 %,5.706284
2014-12-30,Total IPv6 %,5.353041
2014-12-29,Total IPv6 %,5.268387
2014-12-28,Total IPv6 %,5.657653
2014-12-27,Total IPv6 %,5.625723
2014-12-26,Total IPv6 %,5.420511
2014-12-25,Total IPv6 %,5.472858
2014-12-24,Total IPv6 %,5.290577
2014-12-23,Total IPv6 %,5.015868
2014-12-22,Total IPv6 %,4.952492
2014-12-21,Total IPv6 %,5.464896
2014-12-20,Total IPv6 %,5.526125
2014-12-19,Total IPv6 %,4.791109
2014-12-18,Total IPv6 %,4.571632
2014-12-17,Total IPv6 %,4.583218
2014-12-16,Total IPv6 %,4.459304
2014-12-15,Total IPv6 %,4.525751
2014-12-14,Total IPv6 %,5.295686
2014-12-13,Total IPv6 %,5.26233
2014-12-12,Total IPv6 %,4.509233
2014-12-11,Total IPv6 %,4.347147
2014-12-10,Total IPv6 %,4.351287
2014-12-09,Total IPv6 %,4.292664
2014-12-08,Total IPv6 %,4.389963
2014-12-07,Total IPv6 %,5.167644
2014-12-06,Total IPv6 %,5.166923
2014-12-05,Total IPv6 %,4.413788
2014-12-04,Total IPv6 %,4.213119
2014-12-03,Total IPv6 %,4.239628
2014-12-02,Total IPv6 %,4.231884
2014-12-01,Total IPv6 %,4.345211
2014-11-30,Total IPv6 %,5.064956
2014-11-29,Total IPv6 %,5.040311
2014-11-28,Total IPv6 %,4.590064
2014-11-27,Total IPv6 %,4.213536
2014-11-26,Total IPv6 %,4.278295
2014-11-25,Total IPv6 %,4.086283
2014-11-24,Total IPv6 %,4.191739
2014-11-23,Total IPv6 %,4.942761
2014-11-22,Total IPv6 %,4.908637
2014-11-21,Total IPv6 %,4.143421
2014-11-20,Total IPv6 %,4.101083
2014-11-19,Total IPv6 %,4.06177
2014-11-18,Total IPv6 %,4.017561
2014-11-17,Total IPv6 %,4.061091
2014-11-16,Total IPv6 %,4.876913
2014-11-15,Total IPv6 %,4.891811
2014-11-14,Total IPv6 %,4.11489
2014-11-13,Total IPv6 %,3.958342
2014-11-12,Total IPv6 %,3.999512
2014-11-11,Total IPv6 %,4.172404
2014-11-10,Total IPv6 %,4.011876
2014-11-09,Total IPv6 %,4.729208
2014-11-08,Total IPv6 %,4.69887
2014-11-07,Total IPv6 %,3.995408
2014-11-06,Total IPv6 %,3.859394
2014-11-05,Total IPv6 %,3.929902
2014-11-04,Total IPv6 %,3.973815
2014-11-03,Total IPv6 %,3.925656
2014-11-02,Total IPv6 %,4.700475
2014-11-01,Total IPv6 %,4.718074
2014-10-31,Total IPv6 %,3.931213
2014-10-30,Total IPv6 %,3.899056
2014-10-29,Total IPv6 %,3.957004
2014-10-28,Total IPv6 %,3.938406
2014-10-27,Total IPv6 %,3.906485
2014-10-26,Total IPv6 %,4.648985
2014-10-25,Total IPv6 %,4.613046
2014-10-24,Total IPv6 %,3.960553
2014-10-23,Total IPv6 %,3.867648
2014-10-22,Total IPv6 %,3.87096
2014-10-21,Total IPv6 %,3.830681
2014-10-20,Total IPv6 %,3.831614
2014-10-19,Total IPv6 %,4.503352
2014-10-18,Total IPv6 %,4.525352
2014-10-17,Total IPv6 %,3.897227
2014-10-16,Total IPv6 %,3.895812
2014-10-15,Total IPv6 %,3.967106
2014-10-14,Total IPv6 %,3.915995
2014-10-13,Total IPv6 %,4.119378
2014-10-12,Total IPv6 %,4.779788
2014-10-11,Total IPv6 %,4.753738
2014-10-10,Total IPv6 %,4.093655
2014-10-09,Total IPv6 %,4.295541
2014-10-08,Total IPv6 %,4.574764
2014-10-07,Total IPv6 %,4.537103
2014-10-06,Total IPv6 %,4.553382
2014-10-05,Total IPv6 %,5.06872
2014-10-04,Total IPv6 %,5.206897
2014-10-03,Total IPv6 %,4.748838
2014-10-02,Total IPv6 %,4.545628
2014-10-01,Total IPv6 %,4.552955
2014-09-30,Total IPv6 %,4.570652
2014-09-29,Total IPv6 %,3.82861
2014-09-28,Total IPv6 %,4.557744
2014-09-27,Total IPv6 %,4.541402
2014-09-26,Total IPv6 %,3.910254
2014-09-25,Total IPv6 %,3.811597
2014-09-24,Total IPv6 %,3.769878
2014-09-23,Total IPv6 %,3.710528
2014-09-22,Total IPv6 %,3.787399
2014-09-21,Total IPv6 %,4.54931
2014-09-20,Total IPv6 %,4.482013
2014-09-19,Total IPv6 %,3.828957
2014-09-18,Total IPv6 %,3.697362
2014-09-17,Total IPv6 %,3.699579
2014-09-16,Total IPv6 %,3.67844
2014-09-15,Total IPv6 %,3.733452
2014-09-14,Total IPv6 %,4.426777
2014-09-13,Total IPv6 %,4.423686
2014-09-12,Total IPv6 %,3.772072
2014-09-11,Total IPv6 %,3.652156
2014-09-10,Total IPv6 %,3.666489
2014-09-09,Total IPv6 %,3.642037
2014-09-08,Total IPv6 %,3.678474
2014-09-07,Total IPv6 %,4.415531
2014-09-06,Total IPv6 %,4.422222
2014-09-05,Total IPv6 %,3.742749
2014-09-04,Total IPv6 %,3.668541
2014-09-03,Total IPv6 %,3.68058
2014-09-02,Total IPv6 %,3.71545
2014-09-01,Total IPv6 %,3.960607
2014-08-31,Total IPv6 %,4.435508
2014-08-30,Total IPv6 %,4.427679
2014-08-29,Total IPv6 %,3.850227
2014-08-28,Total IPv6 %,3.647842
2014-08-27,Total IPv6 %,3.633885
2014-08-26,Total IPv6 %,3.633347
2014-08-25,Total IPv6 %,3.639941
2014-08-24,Total IPv6 %,4.290579
2014-08-23,Total IPv6 %,4.322264
2014-08-22,Total IPv6 %,3.782466
2014-08-21,Total IPv6 %,3.620326
2014-08-20,Total IPv6 %,3.651369
2014-08-19,Total IPv6 %,3.651517
2014-08-18,Total IPv6 %,3.688275
2014-08-17,Total IPv6 %,4.266096
2014-08-16,Total IPv6 %,4.250797
2014-08-15,Total IPv6 %,3.943358
2014-08-14,Total IPv6 %,3.699736
2014-08-13,Total IPv6 %,3.634196
2014-08-12,Total IPv6 %,3.587137
2014-08-11,Total IPv6 %,3.728432
2014-08-10,Total IPv6 %,4.214989
2014-08-09,Total IPv6 %,4.188267
2014-08-08,Total IPv6 %,3.734982
2014-08-07,Total IPv6 %,3.601454
2014-08-06,Total IPv6 %,3.602848
2014-08-05,Total IPv6 %,3.583003
2014-08-04,Total IPv6 %,3.631475
2014-08-03,Total IPv6 %,4.155338
2014-08-02,Total IPv6 %,4.152694
2014-08-01,Total IPv6 %,3.735121
2014-07-31,Total IPv6 %,3.6048
2014-07-30,Total IPv6 %,3.644436
2014-07-29,Total IPv6 %,3.69402
2014-07-28,Total IPv6 %,3.715914
2014-07-27,Total IPv6 %,4.227379
2014-07-26,Total IPv6 %,4.228699
2014-07-25,Total IPv6 %,3.78564
2014-07-24,Total IPv6 %,3.609879
2014-07-23,Total IPv6 %,3.599156
2014-07-22,Total IPv6 %,3.602913
2014-07-21,Total IPv6 %,3.649578
2014-07-20,Total IPv6 %,4.221413
2014-07-19,Total IPv6 %,4.121614
2014-07-18,Total IPv6 %,3.667502
2014-07-17,Total IPv6 %,3.542213
2014-07-16,Total IPv6 %,3.548919
2014-07-15,Total IPv6 %,3.544648
2014-07-14,Total IPv6 %,3.580071
2014-07-13,Total IPv6 %,4.068991
2014-07-12,Total IPv6 %,4.12542
2014-07-11,Total IPv6 %,3.691917
2014-07-10,Total IPv6 %,3.526599
2014-07-09,Total IPv6 %,3.5983
2014-07-08,Total IPv6 %,3.570457
2014-07-07,Total IPv6 %,3.530541
2014-07-06,Total IPv6 %,4.051717
2014-07-05,Total IPv6 %,3.999294
2014-07-04,Total IPv6 %,3.544373
2014-07-03,Total IPv6 %,3.482173
2014-07-02,Total IPv6 %,3.477502
2014-07-01,Total IPv6 %,3.499625
2014-06-30,Total IPv6 %,3.520682
2014-06-29,Total IPv6 %,4.099122
2014-06-28,Total IPv6 %,4.074562
2014-06-27,Total IPv6 %,3.576568
2014-06-26,Total IPv6 %,3.427106
2014-06-25,Total IPv6 %,3.396742
2014-06-24,Total IPv6 %,3.373318
2014-06-23,Total IPv6 %,3.407189
2014-06-22,Total IPv6 %,3.849219
2014-06-21,Total IPv6 %,3.846932
2014-06-20,Total IPv6 %,3.500364
2014-06-19,Total IPv6 %,3.42456
2014-06-18,Total IPv6 %,3.300092
2014-06-17,Total IPv6 %,3.272609
2014-06-16,Total IPv6 %,3.229403
2014-06-15,Total IPv6 %,3.73851
2014-06-14,Total IPv6 %,3.788406
2014-06-13,Total IPv6 %,3.399869
2014-06-12,Total IPv6 %,3.309689
2014-06-11,Total IPv6 %,3.272902
2014-06-10,Total IPv6 %,3.249825
2014-06-09,Total IPv6 %,3.368024
2014-06-08,Total IPv6 %,3.668783
2014-06-07,Total IPv6 %,3.734515
2014-06-06,Total IPv6 %,3.290399
2014-06-05,Total IPv6 %,3.213999
2014-06-04,Total IPv6 %,3.223638
2014-06-03,Total IPv6 %,3.132278
2014-06-02,Total IPv6 %,3.135886
2014-06-01,Total IPv6 %,3.702273
2014-05-31,Total IPv6 %,3.660807
2014-05-30,Total IPv6 %,3.296996
2014-05-29,Total IPv6 %,3.31301
2014-05-28,Total IPv6 %,3.136719
2014-05-27,Total IPv6 %,3.141001
2014-05-26,Total IPv6 %,3.281436
2014-05-25,Total IPv6 %,3.591363
2014-05-24,Total IPv6 %,3.660933
2014-05-23,Total IPv6 %,3.213455
2014-05-22,Total IPv6 %,3.045261
2014-05-21,Total IPv6 %,3.088953
2014-05-20,Total IPv6 %,3.032268
2014-05-19,Total IPv6 %,3.0215
2014-05-18,Total IPv6 %,3.597794
2014-05-17,Total IPv6 %,3.623937
2014-05-16,Total IPv6 %,3.17351
2014-05-15,Total IPv6 %,3.079422
2014-05-14,Total IPv6 %,3.075339
2014-05-13,Total IPv6 %,3.036565
2014-05-12,Total IPv6 %,3.052218
2014-05-11,Total IPv6 %,3.588214
2014-05-10,Total IPv6 %,3.675331
2014-05-09,Total IPv6 %,3.206092
2014-05-08,Total IPv6 %,3.092631
2014-05-07,Total IPv6 %,3.021329
2014-05-06,Total IPv6 %,2.99965
2014-05-05,Total IPv6 %,3.006739
2014-05-04,Total IPv6 %,3.590691
2014-05-03,Total IPv6 %,3.591505
2014-05-02,Total IPv6 %,3.201598
2014-05-01,Total IPv6 %,3.314096
2014-04-30,Total IPv6 %,3.107432
2014-04-29,Total IPv6 %,3.030324
2014-04-28,Total IPv6 %,3.033275
2014-04-27,Total IPv6 %,3.543234
2014-04-26,Total IPv6 %,3.49959
2014-04-25,Total IPv6 %,3.081934
2014-04-24,Total IPv6 %,2.952327
2014-04-23,Total IPv6 %,2.949987
2014-04-22,Total IPv6 %,2.928066
2014-04-21,Total IPv6 %,3.168408
2014-04-20,Total IPv6 %,3.375896
2014-04-19,Total IPv6 %,3.497737
2014-04-18,Total IPv6 %,3.386831
2014-04-17,Total IPv6 %,3.043848
2014-04-16,Total IPv6 %,2.973685
2014-04-15,Total IPv6 %,3.009841
2014-04-14,Total IPv6 %,3.015573
2014-04-13,Total IPv6 %,3.417186
2014-04-12,Total IPv6 %,3.3749
2014-04-11,Total IPv6 %,2.964493
2014-04-10,Total IPv6 %,2.838583
2014-04-09,Total IPv6 %,2.877404
2014-04-08,Total IPv6 %,2.878841
2014-04-07,Total IPv6 %,2.862818
2014-04-06,Total IPv6 %,3.336244
2014-04-05,Total IPv6 %,3.364894
2014-04-04,Total IPv6 %,2.981724
2014-04-03,Total IPv6 %,2.827704
2014-04-02,Total IPv6 %,2.813494
2014-04-01,Total IPv6 %,2.801369
2014-03-31,Total IPv6 %,2.827895
2014-03-30,Total IPv6 %,3.326928
2014-03-29,Total IPv6 %,3.375538
2014-03-28,Total IPv6 %,2.936374
2014-03-27,Total IPv6 %,2.814439
2014-03-26,Total IPv6 %,2.825282
2014-03-25,Total IPv6 %,2.806392
2014-03-24,Total IPv6 %,2.840285
2014-03-23,Total IPv6 %,3.34441
2014-03-22,Total IPv6 %,3.385888
2014-03-21,Total IPv6 %,2.888331
2014-03-20,Total IPv6 %,2.766519
2014-03-19,Total IPv6 %,2.797623
2014-03-18,Total IPv6 %,2.734951
2014-03-17,Total IPv6 %,2.802261
2014-03-16,Total IPv6 %,3.312742
2014-03-15,Total IPv6 %,3.287628
2014-03-14,Total IPv6 %,2.840569
2014-03-13,Total IPv6 %,2.749261
2014-03-12,Total IPv6 %,2.783453
2014-03-11,Total IPv6 %,2.724994
2014-03-10,Total IPv6 %,2.639834
2014-03-09,Total IPv6 %,3.161875
2014-03-08,Total IPv6 %,3.171505
2014-03-07,Total IPv6 %,2.74602
2014-03-06,Total IPv6 %,2.647879
2014-03-05,Total IPv6 %,2.64536
2014-03-04,Total IPv6 %,2.711717
2014-03-03,Total IPv6 %,2.752905
2014-03-02,Total IPv6 %,3.16483
2014-03-01,Total IPv6 %,3.169812
2014-02-28,Total IPv6 %,2.709797
2014-02-27,Total IPv6 %,2.599927
2014-02-26,Total IPv6 %,2.583098
2014-02-25,Total IPv6 %,2.537003
2014-02-24,Total IPv6 %,2.536614
2014-02-23,Total IPv6 %,3.032412
2014-02-22,Total IPv6 %,3.041348
2014-02-21,Total IPv6 %,2.641424
2014-02-20,Total IPv6 %,2.543006
2014-02-19,Total IPv6 %,2.530942
2014-02-18,Total IPv6 %,2.49012
2014-02-17,Total IPv6 %,2.624853
2014-02-16,Total IPv6 %,3.007898
2014-02-15,Total IPv6 %,3.033027
2014-02-14,Total IPv6 %,2.625307
2014-02-13,Total IPv6 %,2.521155
2014-02-12,Total IPv6 %,2.496964
2014-02-11,Total IPv6 %,2.48092
2014-02-10,Total IPv6 %,2.491775
2014-02-09,Total IPv6 %,2.96428
2014-02-08,Total IPv6 %,3.027911
2014-02-07,Total IPv6 %,2.566844
2014-02-06,Total IPv6 %,2.331338
2014-02-05,Total IPv6 %,2.405179
2014-02-04,Total IPv6 %,2.426306
2014-02-03,Total IPv6 %,2.442942
2014-02-02,Total IPv6 %,2.971203
2014-02-01,Total IPv6 %,2.9707
2014-01-31,Total IPv6 %,2.508983
2014-01-30,Total IPv6 %,2.461178
2014-01-29,Total IPv6 %,2.446862
2014-01-28,Total IPv6 %,2.452298
2014-01-27,Total IPv6 %,2.447196
2014-01-26,Total IPv6 %,2.91436
2014-01-25,Total IPv6 %,2.940539
2014-01-24,Total IPv6 %,2.487751
2014-01-23,Total IPv6 %,2.380314
2014-01-22,Total IPv6 %,2.383224
2014-01-21,Total IPv6 %,2.374404
2014-01-20,Total IPv6 %,2.483655
